NOTE THAT SINCE JANUARY OF 1998 BOTH METHOD MZ101B AND MZ101C COUNTS ARE,NOTE THAT SINCE JANUARY OF 1998 BOTH METHOD MZ101B AND MZ101C COUNTS ARE,NOTE THAT SINCE JANUARY OF 1998 BOTH METHOD MZ101B AND MZ101C COUNTS ARE,NOTE THAT SINCE JANUARY OF 1998 BOTH METHOD MZ101B AND MZ101C COUNTS ARE,NOTE THAT SINCE JANUARY OF 1998 BOTH METHOD MZ101B AND MZ101C COUNTS ARE,NOTE THAT SINCE JANUARY OF 1998 BOTH METHOD MZ101B AND MZ101C COUNTS ARE,NOTE THAT SINCE JANUARY OF 1998 BOTH METHOD MZ101B AND MZ101C COUNTS ARE,NOTE THAT SINCE JANUARY OF 1998 BOTH METHOD MZ101B AND MZ101C COUNTS ARE,NOTE THAT SINCE JANUARY OF 1998 BOTH METHOD MZ101B AND MZ101C COUNTS ARE,NOTE THAT SINCE JANUARY OF 1998 BOTH METHOD MZ101B AND MZ101C COUNTS ARE
REPORTED IN THE DATA SET. THESE ARE NOT DUPLICATE COUNTS. BOTH METHODS,REPORTED IN THE DATA SET. THESE ARE NOT DUPLICATE COUNTS. BOTH METHODS,REPORTED IN THE DATA SET. THESE ARE NOT DUPLICATE COUNTS. BOTH METHODS,REPORTED IN THE DATA SET. THESE ARE NOT DUPLICATE COUNTS. BOTH METHODS,REPORTED IN THE DATA SET. THESE ARE NOT DUPLICATE COUNTS. BOTH METHODS,REPORTED IN THE DATA SET. THESE ARE NOT DUPLICATE COUNTS. BOTH METHODS,REPORTED IN THE DATA SET. THESE ARE NOT DUPLICATE COUNTS. BOTH METHODS,REPORTED IN THE DATA SET. THESE ARE NOT DUPLICATE COUNTS. BOTH METHODS,REPORTED IN THE DATA SET. THESE ARE NOT DUPLICATE COUNTS. BOTH METHODS,REPORTED IN THE DATA SET. THESE ARE NOT DUPLICATE COUNTS. BOTH METHODS
ARE REPORTED TO ALLOW BACK COMPATABILITY WITH OLD DATA.,ARE REPORTED TO ALLOW BACK COMPATABILITY WITH OLD DATA.,ARE REPORTED TO ALLOW BACK COMPATABILITY WITH OLD DATA.,ARE REPORTED TO ALLOW BACK COMPATABILITY WITH OLD DATA.,ARE REPORTED TO ALLOW BACK COMPATABILITY WITH OLD DATA.,ARE REPORTED TO ALLOW BACK COMPATABILITY WITH OLD DATA.,ARE REPORTED TO ALLOW BACK COMPATABILITY WITH OLD DATA.,ARE REPORTED TO ALLOW BACK COMPATABILITY WITH OLD DATA.,,
07 July 1998,07 July 1998,07 July 1998,,,,,,,
Method codes were added to the data set to clearly delineate the modifications in the Biological,Method codes were added to the data set to clearly delineate the modifications in the Biological,Method codes were added to the data set to clearly delineate the modifications in the Biological,Method codes were added to the data set to clearly delineate the modifications in the Biological,Method codes were added to the data set to clearly delineate the modifications in the Biological,Method codes were added to the data set to clearly delineate the modifications in the Biological,Method codes were added to the data set to clearly delineate the modifications in the Biological,Method codes were added to the data set to clearly delineate the modifications in the Biological,Method codes were added to the data set to clearly delineate the modifications in the Biological,Method codes were added to the data set to clearly delineate the modifications in the Biological
Enumeration Techniques over time.,Enumeration Techniques over time.,Enumeration Techniques over time.,Enumeration Techniques over time.,Enumeration Techniques over time.,,,,,
SUMMER 2000-,SUMMER 2000-,SUMMER 2000-,Biomass Data now available by request from Living Resources Data Only.,Biomass Data now available by request from Living Resources Data Only.,Biomass Data now available by request from Living Resources Data Only.,Biomass Data now available by request from Living Resources Data Only.,Biomass Data now available by request from Living Resources Data Only.,Biomass Data now available by request from Living Resources Data Only.,Biomass Data now available by request from Living Resources Data Only.
SUMMER 2000- All Latitude and Longitude positions converted to NAD83 coordinates.,SUMMER 2000- All Latitude and Longitude positions converted to NAD83 coordinates.,SUMMER 2000- All Latitude and Longitude positions converted to NAD83 coordinates.,SUMMER 2000- All Latitude and Longitude positions converted to NAD83 coordinates.,SUMMER 2000- All Latitude and Longitude positions converted to NAD83 coordinates.,SUMMER 2000- All Latitude and Longitude positions converted to NAD83 coordinates.,SUMMER 2000- All Latitude and Longitude positions converted to NAD83 coordinates.,SUMMER 2000- All Latitude and Longitude positions converted to NAD83 coordinates.,SUMMER 2000- All Latitude and Longitude positions converted to NAD83 coordinates.,SUMMER 2000- All Latitude and Longitude positions converted to NAD83 coordinates.
April 2002,April 2002,,,,,,,,
The Maryland and Virginia mesozooplankton monitoring programs implemented modifications to,The Maryland and Virginia mesozooplankton monitoring programs implemented modifications to,The Maryland and Virginia mesozooplankton monitoring programs implemented modifications to,The Maryland and Virginia mesozooplankton monitoring programs implemented modifications to,The Maryland and Virginia mesozooplankton monitoring programs implemented modifications to,The Maryland and Virginia mesozooplankton monitoring programs implemented modifications to,The Maryland and Virginia mesozooplankton monitoring programs implemented modifications to,The Maryland and Virginia mesozooplankton monitoring programs implemented modifications to,The Maryland and Virginia mesozooplankton monitoring programs implemented modifications to,The Maryland and Virginia mesozooplankton monitoring programs implemented modifications to
their respective laboratory counting protocols in 1998 in order to better estimate species richness,their respective laboratory counting protocols in 1998 in order to better estimate species richness,their respective laboratory counting protocols in 1998 in order to better estimate species richness,their respective laboratory counting protocols in 1998 in order to better estimate species richness,their respective laboratory counting protocols in 1998 in order to better estimate species richness,their respective laboratory counting protocols in 1998 in order to better estimate species richness,their respective laboratory counting protocols in 1998 in order to better estimate species richness,their respective laboratory counting protocols in 1998 in order to better estimate species richness,their respective laboratory counting protocols in 1998 in order to better estimate species richness,their respective laboratory counting protocols in 1998 in order to better estimate species richness
in Maryland and to eliminate large sieving losses of smaller taxa in Virginia.,in Maryland and to eliminate large sieving losses of smaller taxa in Virginia.,in Maryland and to eliminate large sieving losses of smaller taxa in Virginia.,in Maryland and to eliminate large sieving losses of smaller taxa in Virginia.,in Maryland and to eliminate large sieving losses of smaller taxa in Virginia.,in Maryland and to eliminate large sieving losses of smaller taxa in Virginia.,in Maryland and to eliminate large sieving losses of smaller taxa in Virginia.,in Maryland and to eliminate large sieving losses of smaller taxa in Virginia.,A 1998 - 1999,A 1998 - 1999
Mesozooplankton Split Sample Study indicates the desired outcomes of the modifications were,Mesozooplankton Split Sample Study indicates the desired outcomes of the modifications were,Mesozooplankton Split Sample Study indicates the desired outcomes of the modifications were,Mesozooplankton Split Sample Study indicates the desired outcomes of the modifications were,Mesozooplankton Split Sample Study indicates the desired outcomes of the modifications were,Mesozooplankton Split Sample Study indicates the desired outcomes of the modifications were,Mesozooplankton Split Sample Study indicates the desired outcomes of the modifications were,Mesozooplankton Split Sample Study indicates the desired outcomes of the modifications were,Mesozooplankton Split Sample Study indicates the desired outcomes of the modifications were,Mesozooplankton Split Sample Study indicates the desired outcomes of the modifications were
only partially accomplished.,only partially accomplished.,only partially accomplished.,only partially accomplished.,The “new” Versar counting method (Method code MZ101C) has,The “new” Versar counting method (Method code MZ101C) has,The “new” Versar counting method (Method code MZ101C) has,The “new” Versar counting method (Method code MZ101C) has,The “new” Versar counting method (Method code MZ101C) has,The “new” Versar counting method (Method code MZ101C) has
"improved Versar’s ability to measure species richness, an important Bay-wide indicator, and the","improved Versar’s ability to measure species richness, an important Bay-wide indicator, and the","improved Versar’s ability to measure species richness, an important Bay-wide indicator, and the","improved Versar’s ability to measure species richness, an important Bay-wide indicator, and the","improved Versar’s ability to measure species richness, an important Bay-wide indicator, and the","improved Versar’s ability to measure species richness, an important Bay-wide indicator, and the","improved Versar’s ability to measure species richness, an important Bay-wide indicator, and the","improved Versar’s ability to measure species richness, an important Bay-wide indicator, and the","improved Versar’s ability to measure species richness, an important Bay-wide indicator, and the","improved Versar’s ability to measure species richness, an important Bay-wide indicator, and the"
“new” ODU counting method (Method code MZ102B),“new” ODU counting method (Method code MZ102B),“new” ODU counting method (Method code MZ102B),“new” ODU counting method (Method code MZ102B),“new” ODU counting method (Method code MZ102B),“new” ODU counting method (Method code MZ102B),has increased ODU’s taxa counts per,has increased ODU’s taxa counts per,has increased ODU’s taxa counts per,has increased ODU’s taxa counts per
sample.,"However, the “new” ODU method still produces split sample results with significantly","However, the “new” ODU method still produces split sample results with significantly","However, the “new” ODU method still produces split sample results with significantly","However, the “new” ODU method still produces split sample results with significantly","However, the “new” ODU method still produces split sample results with significantly","However, the “new” ODU method still produces split sample results with significantly","However, the “new” ODU method still produces split sample results with significantly","However, the “new” ODU method still produces split sample results with significantly","However, the “new” ODU method still produces split sample results with significantly"
lower total counts than those of Versar.,lower total counts than those of Versar.,lower total counts than those of Versar.,lower total counts than those of Versar.,lower total counts than those of Versar.,"It appears to selectively undercount key taxa, particularly","It appears to selectively undercount key taxa, particularly","It appears to selectively undercount key taxa, particularly","It appears to selectively undercount key taxa, particularly","It appears to selectively undercount key taxa, particularly"
"the immature (copepodite) life stage of calanoid copepods, a common and frequently dominant","the immature (copepodite) life stage of calanoid copepods, a common and frequently dominant","the immature (copepodite) life stage of calanoid copepods, a common and frequently dominant","the immature (copepodite) life stage of calanoid copepods, a common and frequently dominant","the immature (copepodite) life stage of calanoid copepods, a common and frequently dominant","the immature (copepodite) life stage of calanoid copepods, a common and frequently dominant","the immature (copepodite) life stage of calanoid copepods, a common and frequently dominant","the immature (copepodite) life stage of calanoid copepods, a common and frequently dominant","the immature (copepodite) life stage of calanoid copepods, a common and frequently dominant","the immature (copepodite) life stage of calanoid copepods, a common and frequently dominant"
taxonomic group.,taxonomic group.,taxonomic group.,The study determined that counts produced with the “new” ODU protocol have,The study determined that counts produced with the “new” ODU protocol have,The study determined that counts produced with the “new” ODU protocol have,The study determined that counts produced with the “new” ODU protocol have,The study determined that counts produced with the “new” ODU protocol have,The study determined that counts produced with the “new” ODU protocol have,The study determined that counts produced with the “new” ODU protocol have
"variances that are much higher than counts produced with the Versar protocol, hence the ODU","variances that are much higher than counts produced with the Versar protocol, hence the ODU","variances that are much higher than counts produced with the Versar protocol, hence the ODU","variances that are much higher than counts produced with the Versar protocol, hence the ODU","variances that are much higher than counts produced with the Versar protocol, hence the ODU","variances that are much higher than counts produced with the Versar protocol, hence the ODU","variances that are much higher than counts produced with the Versar protocol, hence the ODU","variances that are much higher than counts produced with the Versar protocol, hence the ODU","variances that are much higher than counts produced with the Versar protocol, hence the ODU","variances that are much higher than counts produced with the Versar protocol, hence the ODU"
counts are less precise.,counts are less precise.,counts are less precise.,counts are less precise.,"Furthermore, the number of taxa identified per sample was on average","Furthermore, the number of taxa identified per sample was on average","Furthermore, the number of taxa identified per sample was on average","Furthermore, the number of taxa identified per sample was on average","Furthermore, the number of taxa identified per sample was on average","Furthermore, the number of taxa identified per sample was on average"
lower in the ODU counts.,lower in the ODU counts.,lower in the ODU counts.,lower in the ODU counts.,The “old”,(Method Code MZ102A) and “new”,(Method Code MZ102A) and “new”,(Method Code MZ102A) and “new”,(Method code MZ102B),(Method code MZ102B)
ODU counting protocols should be discontinued and a counting protocol patterned after the ICES,ODU counting protocols should be discontinued and a counting protocol patterned after the ICES,ODU counting protocols should be discontinued and a counting protocol patterned after the ICES,ODU counting protocols should be discontinued and a counting protocol patterned after the ICES,ODU counting protocols should be discontinued and a counting protocol patterned after the ICES,ODU counting protocols should be discontinued and a counting protocol patterned after the ICES,ODU counting protocols should be discontinued and a counting protocol patterned after the ICES,ODU counting protocols should be discontinued and a counting protocol patterned after the ICES,ODU counting protocols should be discontinued and a counting protocol patterned after the ICES,ODU counting protocols should be discontinued and a counting protocol patterned after the ICES
recommended protocol (Harris et al. 2000) should be instated (Method Code MZ103).,recommended protocol (Harris et al. 2000) should be instated (Method Code MZ103).,recommended protocol (Harris et al. 2000) should be instated (Method Code MZ103).,recommended protocol (Harris et al. 2000) should be instated (Method Code MZ103).,recommended protocol (Harris et al. 2000) should be instated (Method Code MZ103).,recommended protocol (Harris et al. 2000) should be instated (Method Code MZ103).,recommended protocol (Harris et al. 2000) should be instated (Method Code MZ103).,recommended protocol (Harris et al. 2000) should be instated (Method Code MZ103).,recommended protocol (Harris et al. 2000) should be instated (Method Code MZ103).,Backward
comparability with the pre-1998 Chesapeake Bay Program mesozooplankton data will,comparability with the pre-1998 Chesapeake Bay Program mesozooplankton data will,comparability with the pre-1998 Chesapeake Bay Program mesozooplankton data will,comparability with the pre-1998 Chesapeake Bay Program mesozooplankton data will,comparability with the pre-1998 Chesapeake Bay Program mesozooplankton data will,comparability with the pre-1998 Chesapeake Bay Program mesozooplankton data will,comparability with the pre-1998 Chesapeake Bay Program mesozooplankton data will,comparability with the pre-1998 Chesapeake Bay Program mesozooplankton data will,comparability with the pre-1998 Chesapeake Bay Program mesozooplankton data will,
,,,,,2,,,,
